0,6.9767
1,6.8422
2,6.7007
3,6.6313
4,6.5331
5,6.4713
6,6.4164
7,6.3964
8,6.3068
9,6.2732
10,6.2471
11,6.1831
12,6.1499
13,6.1282
14,6.1123
15,6.0412
16,6.0383
17,6.0123
18,5.9580
19,5.9588
20,6.0236
21,5.9210
22,5.9165
23,5.8683
24,5.8791
25,5.8394
26,5.8551
27,5.8462
28,5.8717
29,5.8542
30,5.8611
31,5.8667
32,5.7782
33,5.8379
34,5.9004
35,5.8062
36,5.8149
37,5.8069
38,5.7687
39,5.7588
40,5.8007
41,5.7274
42,5.7847
43,5.6519
44,5.7424
45,5.6840
46,5.6258
47,5.6330
48,5.5921
49,5.6447
50,5.6409
51,5.6120
52,5.5362
53,5.4702
54,5.4621
55,5.4849
56,5.4483
57,5.4488
58,5.3149
59,5.3367
60,5.3128
61,5.3165
62,5.3276
63,5.2206
64,5.1661
65,5.1440
66,5.1631
67,5.0625
68,5.0245
69,5.0103
70,5.1040
71,5.0663
72,4.9379
73,4.8764
74,4.9572
75,4.8508
76,4.8124
77,4.8515
78,4.8789
79,4.8938
80,4.8105
81,4.7181
82,4.7808
83,4.6461
84,4.7502
85,4.6570
86,4.6469
87,4.6006
88,4.5763
89,4.7495
90,4.5433
91,4.4778
92,4.5894
93,4.6147
94,4.4711
95,4.4509
96,4.5423
97,4.4197
98,4.3882
99,4.3685
100,4.3518
101,4.3167
102,4.2893
103,4.2712
104,4.3308
105,4.3280
106,4.2185
107,4.1794
108,4.2890
109,4.1481
110,4.1635
111,4.2429
112,4.2169
113,4.1843
114,4.1840
115,4.1170
116,4.0704
117,4.0506
118,4.0555
119,4.1652
120,3.8959
121,3.9951
122,4.0732
123,3.9664
124,3.9765
125,4.0087
126,4.0964
127,4.0416
128,4.1661
129,3.9835
130,3.8328
131,3.9694
132,3.9235
133,3.8702
134,3.9433
135,4.0702
136,3.8939
137,3.9463
138,3.9010
139,3.9728
140,3.8244
141,3.8146
142,3.8101
143,3.7657
144,3.8647
145,3.8362
146,3.8372
147,3.8240
148,3.6951
149,3.7605
150,3.5845
151,3.7242
152,3.6023
153,3.6658
154,3.6735
155,3.7314
156,3.7394
157,3.6722
158,3.5954
159,3.4685
160,3.8343
161,3.6348
162,3.5526
163,3.5251
164,3.6209
165,3.6572
166,3.5713
167,3.5657
168,3.4313
169,3.5485
170,3.6093
171,3.5690
172,3.4392
173,3.6370
174,3.5325
175,3.3398
176,3.3353
177,3.4348
178,3.4714
179,3.4255
180,3.5330
181,3.4855
182,3.4122
183,3.6295
184,3.3074
185,3.3841
186,3.4245
